id,Ta,TaTa,TaTaTa,TaTaTi,TaTaTigitigi,TaTaTimgi,TaTaTimgiri,TaTaTiti,TaTaTitigi,TaTaTriole,TaTaiti,TaTano,TaTao,TaTi,TaTimgiTa,TaTimgiTimgi,TaTimgiTiti,TaTiti,TaTitiTa,TaTitiTi,TaTitiTiti,TaTitigiTigitigi,TaTrioleTa,Tai,Taiti,TaitiTa,TaitiTimgi,TaitiTiti,TaitigiTigitigi,Tanogi,Tao,TaoTa,TaoTigitigi,TaoTimgi,TaoTimgiri,TaoTiti,TaoTriole,Taoa,Taono,TigimTi,TigimTitiTiti,Tigimgim,Tigitigi,TigitigiTa,TigitigiTaTa,TigitigiTi,TigitigiTigitigi,TigitigiTigitigiTigitigi,TigitigiTiti,Timgi,TimgiTa,TimgiTaTa,TimgiTaTigitigi,TimgiTaTimgi,TimgiTaTiti,TimgiTaiti,TimgiTi,TimgiTimgiTimgi,TimgiTiti,TimgiTitiTiti,Timgiri,TimgiriTa,TimgiriTiti,TinotigiTigitigi,Titi,TitiTa,TitiTaTa,TitiTaTi,TitiTaTimgi,TitiTaTiti,TitiTao,TitiTi,TitiTiti,TitiTitiTa,TitiTitiTi,TitiTitiTimgi,TitiTitiTiti,TitiTitino,TitigiTa,TitigiTi,TitigiTigitigi,TitigiTiti,TitigiTitigi,Triole,no,nogiTimgi,nogiTiti
337,,0.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,,,,,,,,,
338,0.0625,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,,,,
339,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,0.625
340,,,,,,,,,,,,,,,,,,,0.3125,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,0.25,,,0.3125,,,,,,,,,,
341,,,0.125,,,,,,,,,,,,,,,,0.5,,0.0625,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,0.8125,,,,,,,,,,
343,,,0.3125,,,,,,,,,,,,,,,,0.5625,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,
344,,,0.25,,,,,,,,,,,,,,,,,,,,,,,0.375,,,,,0.125,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,,0.3125,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,0.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3125,,,,,,,,,,
346,,,0.4375,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,0.125,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.3125,,,,0.25,,,,0.0625,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,0.0625,,,0.0625,,,,,,,,,,
348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,0.875,,,,,,,,,,
349,,,0.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,
350,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,0.375,,0.0625,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,0.3125,,,,,,,,,,
351,,,0.0625,,,,,,,,,,0.25,,,,,,,,0.0625,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,
352,,,0.125,,,,,,,,,0.0625,,,,,,,,,,,,,,0.625,,,,,0.125,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,,0.125,,,,,,,,,,0.0625,,,,,,0.25,,,,,0.0625,,0.3125,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,
354,0.0625,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,,,,,
355,,0.375,,,,,,,,,,,,0.1875,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,
356,,,1.875,,,,,0.0625,,,,,,,,,,,,,0.0625,,,,,,,0.1875,,,0.0625,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4375,,,0.125,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,,,,,
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,,,0.0625,,,,,,,0.125,,,,,,,,,0.0625,0.25,,,,,,,,,,
359,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.6875,,,,,,0.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.3125,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,0.5625,,,,,,,,,,
361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,0.9375,,,,,0.5,0.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,
362,0.0625,,0.8125,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.0625,0.3125,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,0.0625,,,,,,,,,,,,,
363,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8125,,,,,,,,,,
364,0.0625,,0.1875,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3125,,,,,,,,,,
365,0.0625,,,,,,,,,,0.5625,,,,,,,,,,0.125,,,,,0.125,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,
366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,,,0.625,,,,,,,,,,
367,0.125,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,,,,,,,,,,,,,,
368,0.25,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4375,,,,,,,,,,,,,,
369,,0.5625,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,0.875,,,,,,,,,,
371,,,,,,,,,,,,,,,,,,,,0.0625,0.4375,,,,,,,,,,0.125,0.0625,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,1.1875,,,,,,,,,,
372,,,0.5,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,0.125,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,0.125,,0.875,,,,,,,,,,
373,,,1.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,,1.1875,0.25,,,,,,,,,,,,,,,,,,,,,,,,0.6875,,,0.0625,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,
375,,,1.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4375,,,,,,,,,,
376,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,0.5625,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,0.125,,,,,,,,,,
377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,0.875,,,,,,,,,,
378,,,0.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,,0.1875,,,,,,,,,,,,,,,,,,0.9375,,,,,,,,,,0.0625,0.0625,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,
380,,,,,,,,0.625,,,,,,,,,,,,,0.25,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,,,,0.0625,0.6875,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,
382,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3125,,,,,,,,,,
383,,,0.4375,,,,,,,,,,,,,,,,,,,,,,,0.4375,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,0.6875,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,0.0625,,,,,,,,,,
385,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,,0.0625,,,,,,,,,,
386,0.0625,,0.375,,,,,,,,,,,,,,,,,,0.6875,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3125,,,,,,,,,,
387,,,0.3125,,,,,0.0625,,,,,,,,,,,0.5,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,,,,,0.375,,,,,,,,,,,0.125,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,
389,,,0.4375,,,,,0.5,,,,,,,,,,,,,0.4375,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,,0.0625,,,,,,,,,,,,,,,,,,0.4375,,,,,2.0,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,,,,,
391,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,0.125,,,,,,,0.375,,,,,,,0.25,,,,,,,,,0.5,0.1875,,,,
393,,,0.125,,,,,0.6875,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,,,,,,,,,,,,,,,,,,,,
395,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0625,,,,1.5625,,,,,,0.125,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,,,,,,,,,0.8125,,,,,0.0625,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,0.125,,,,,,0.1875,,,,,,,,,,
397,,,1.0,,,,,,,,,,,,,,,,,,0.625,,,,,,,,,,0.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,0.0625,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,,,0.5,0.125,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,
399,,,0.375,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,0.125,0.0625,,,,,,,,,0.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,0.125,,,,,,,,,,
400,,,0.25,0.125,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,,0.8125,,,,,,,,,,,,,,,,0.1875,,,,,,,,,0.5,,,0.0625,0.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,,0.4375,,,,,,,,,,,,,,,,,,0.3125,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,
403,,,0.5625,,,,,,,,,,,,,,,,,,0.3125,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,,0.625,,,,,,,,,,,,,,,,0.875,0.0625,0.5,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,0.125,0.4375,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,
406,,,0.25,,,,,,,,,,0.0625,,,,,,0.375,,,,,,,,,,,,0.125,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.375,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.25,,,,0.125,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,0.125,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,0.5625,,,,,,,,,,,,,
411,,,,,,,,,,,,,0.375,,,,,,0.5,,,,,,,,,0.0625,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,1.3125,,,,,,,,,,
413,,,0.375,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,,,0.125,,,,,,,,,,,,,
414,0.0625,,0.125,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,0.375,,,0.25,,,,,,,,,,
415,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,0.8125,,,,,,,,,,
416,0.0625,,0.4375,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,0.375,,,,,,,,,,
417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,0.3125,,,,,,,,,,0.4375,,,,,,,,0.0625,0.0625,
418,,,0.25,,,0.0625,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,0.0625,0.25,0.0625
419,,,,,,,,,,,,,0.625,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,0.25,,,,,,,,,,,,,
420,,0.125,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,0.125,0.25,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,
421,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,,,,0.125,,0.25,,,,,,,,0.125,,
422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,0.3125,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,0.0625,
423,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,0.0625,,,,,0.25,,,,,,,,,,
424,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,,,,,,,,,,,,,,
425,0.125,0.1875,,,,,,,,,,,,0.0625,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,0.0625,,,,,,,,,,,,,,
426,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9375,,,,,,,,,,,,,,
427,0.125,0.125,,,,,,,,,,,,0.1875,,,,0.0625,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,,,,,,,,,
428,0.125,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,0.6875,,,,,,,,,,,,,,
429,0.125,,,,,,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,,,,,,,,,,,,,,
430,0.0625,0.125,,,,,,,,,,,,,,,,0.4375,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,,,,,
431,,0.0625,0.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8125,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,0.125,0.0625,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,0.375,,,,,0.0625,0.125,,,,,,,,,,0.125,0.0625,,,,,,,,,,,,,,,,,,,,,,0.375,0.1875,,,,,0.0625,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,
434,,,,,,,,,,,,,,,,,,,0.625,,,,,,,,,,,,0.125,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,0.25,,,,,,,,,,0.5,,,,,,,,,,
