id	segment_id	bass	intervals	onbeat	offbeat	labels	next	next_bass	next_label
74	14	F#	('m3', 'D5', 'm6', 'm7')	('m3', 'D5', 'm6')	('m7',)	dominant65	(74, 15)	D	dominant7
74	15	D	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'm7')	('M6',)	dominant7	(74, 16)	G	major
74	16	G	('M3', 'P5')	('M3', 'P5')	()	major	(74, 17)	C	major
74	17	C	('M3', 'P4', 'P5')	('M3', 'P5')	('P4',)	major	(74, 18)	C	major
74	18	C	('M3', 'P5', 'M6', 'M7')	('M3', 'P5', 'M6')	('M7',)	major	(74, 19)	G	dominant7
74	19	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(74, 20)	C	major
74	20	C	('M3', 'P5')	('M3', 'P5')	()	major	(74, 21)	C	major
74	21	C	('M3', 'P4', 'P5')	('M3', 'P5')	('P4',)	major	(74, 22)	C	major
74	22	C	('M3', 'P5', 'M6', 'M7')	('M3', 'P5', 'M6')	('M7',)	major	(74, 23)	G	dominant7
74	23	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(74, 24)	C	major
74	24	C	('M3', 'P5')	('M3', 'P5')	()	major			
75	1	C	('M3', 'P5', 'M6')	('M3', 'P5')	('P5', 'M6')	major	(75, 2)	C	major
75	2	C	('M3', 'P5', 'M6')	('M3', 'P5')	('P5', 'M6')	major	(75, 3)	G	dominant7
75	3	G	('M2', 'M3', 'm7')	('M3', 'm7')	('M2',)	dominant7	(75, 4)	G	dominant7
75	4	G	('M2', 'M3', 'm7')	('M3', 'm7')	('M2',)	dominant7	(75, 5)	C	major
75	5	C	('M3', 'P5', 'M6')	('M3', 'P5')	('P5', 'M6')	major	(75, 6)	C	major
75	6	C	('M2', 'M3', 'P5', 'M6', 'M7')	('M2', 'M3', 'P5', 'M7')	('M6',)	major	(75, 7)	G	dominant7
75	7	G	('M3', 'P5', 'm7')	('P5', 'm7')	('M3',)	dominant7	(75, 8)	C	major
75	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(75, 9)	F	major
75	9	F	('M3', 'P5', 'M6')	('M3', 'P5')	('P5', 'M6')	major	(75, 10)	C	major
75	10	C	('M3', 'P5')	('M3', 'P5')	()	major	(75, 11)	G	dominant7
75	11	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('m7',)	dominant7	(75, 12)	C	major
75	12	C	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	()	major	(75, 13)	F	major
75	13	F	('M3', 'P5', 'M6')	('M3', 'P5')	('P5', 'M6')	major	(75, 14)	C	major
75	14	C	('M3', 'P5')	('M3', 'P5')	()	major	(75, 15)	G	dominant7
75	15	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('m7',)	dominant7	(75, 16)	C	major
75	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
76	1	G	('M2', 'M3', 'P4', 'P5', 'm7')	('M2', 'M3', 'P4', 'P5', 'm7')	('P5',)	dominant7	(76, 2)	C	major
76	2	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(76, 3)	G	dominant7
76	3	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('m7',)	dominant7	(76, 4)	C	major
76	4	C	('M3', 'P5')	('M3', 'P5')	()	major	(76, 5)	G	dominant7
76	5	G	('M2', 'M3', 'P4', 'P5', 'm7')	('M2', 'M3', 'P4', 'P5', 'm7')	('P5',)	dominant7	(76, 6)	C	major
76	6	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(76, 7)	G	dominant7
76	7	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(76, 8)	C	major
76	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(76, 9)	G	dominant7
76	9	G	('m2', 'M3', 'm3', 'P5', 'm7')	('m2', 'M3', 'm3', 'P5', 'm7')	()	dominant7	(76, 10)	G	dominant7
76	10	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(76, 11)	C	major
76	11	C	('M3', 'P4', 'P5', 'M6', 'M7')	('M3', 'P4', 'P5', 'M6', 'M7')	('M3', 'P5')	major	(76, 12)	C	major
76	12	C	('M3', 'P5')	('M3', 'P5')	()	major	(76, 13)	G	dominant7
76	13	G	('M2', 'M3', 'P4', 'P5', 'm7')	('M2', 'M3', 'P4', 'P5', 'm7')	('P5',)	dominant7	(76, 14)	C	major
76	14	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(76, 15)	G	dominant7
76	15	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(76, 16)	C	major
76	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
77	1	C	('M2', 'M3', 'P4', 'P5', 'A5', 'M7')	('M2', 'M3', 'P5', 'A5', 'M7')	('P4', 'P5')	major	(77, 2)	A	minor
77	2	A	('M2', 'm3', 'P5')	('m3', 'P5')	('M2', 'm3')	minor	(77, 3)	A	minor7
77	3	A	('M2', 'm3', 'P4', 'P5', 'm6', 'm7')	('M2', 'm3', 'P4', 'P5', 'm6', 'm7')	('M2', 'm3')	minor7	(77, 4)	C	major
77	4	C	('M2', 'M3', 'P5')	('M3', 'P5')	('M2', 'M3')	major	(77, 5)	G	dominant7
77	5	G	('M2', 'M3', 'P4', 'P5', 'm7')	('M2', 'M3', 'm7')	('P4', 'P5')	dominant7	(77, 6)	C	major
77	6	C	('M3', 'P5', 'M6')	('M3', 'P5')	('P5', 'M6')	major	(77, 7)	G	dominant7
77	7	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('P5',)	dominant7	(77, 8)	C	major
77	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(77, 9)	G	dominant7
77	9	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(77, 10)	C	major
77	10	C	('M2', 'M3', 'P5')	('M2', 'M3', 'P5')	()	major	(77, 11)	G	dominant7
77	11	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	('M2', 'M3')	dominant7	(77, 12)	C	major
77	12	C	('M3', 'P5')	('M3', 'P5')	()	major	(77, 13)	G	dominant7
77	13	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(77, 14)	C	major
77	14	C	('M2', 'M3', 'P5')	('M2', 'M3', 'P5')	('M2', 'P5')	major	(77, 15)	G	dominant7
77	15	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	('M2', 'M3')	dominant7	(77, 16)	C	major
77	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
78	1	G	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6', 'm7')	('P5', 'm7')	dominant7	(78, 2)	C	major
78	2	C	('M2', 'M3', 'P4', 'P5')	('M2', 'M3', 'P5')	('M3', 'P4', 'P5')	major	(78, 3)	G	dominant7
78	3	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('P5',)	dominant7	(78, 4)	C	major
78	4	C	('M2', 'M3', 'P5')	('M2', 'M3', 'P5')	('M3', 'P5')	major	(78, 5)	G	dominant7
78	5	G	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6', 'm7')	('P5', 'm7')	dominant7	(78, 6)	C	major
78	6	C	('M2', 'M3', 'P4', 'P5')	('M2', 'M3', 'P5')	('M3', 'P4', 'P5')	major	(78, 7)	G	dominant7
78	7	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('P5',)	dominant7	(78, 8)	C	major
78	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(78, 9)	C	major64
78	9	C	('P4', 'M6')	('P4', 'M6')	('P4', 'M6')	major64	(78, 10)	C	major
78	10	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(78, 11)	G	dominant7
78	11	G	('M3', 'P5', 'm7')	('M3', 'm7')	('P5',)	dominant7	(78, 12)	C	major
78	12	C	('M3', 'P5')	('M3', 'P5')	()	major	(78, 13)	C	major64
78	13	C	('P4', 'M6')	('P4', 'M6')	('P4', 'M6')	major64	(78, 14)	C	major
78	14	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(78, 15)	G	dominant7
78	15	G	('M3', 'P5', 'm7')	('M3', 'm7')	('P5',)	dominant7	(78, 16)	C	major
78	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
79	1	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(79, 2)	C	major
79	2	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(79, 3)	G	dominant7
79	3	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(79, 4)	G	dominant7
79	4	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(79, 5)	C	major
79	5	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(79, 6)	C	major
79	6	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(79, 7)	G	dominant7
79	7	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'P5')	dominant7	(79, 8)	C	major
79	8	C	('M3', 'P5', 'M6')	('M3', 'P5')	('M6',)	major	(79, 9)	C	major64
79	9	C	('M2', 'P4', 'M6', 'M7')	('M2', 'P4', 'M6', 'M7')	('M6',)	major64	(79, 10)	C	major
79	10	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(79, 11)	G	dominant7
79	11	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('m7',)	dominant7	(79, 12)	C	major
79	12	C	('M3', 'P5', 'M6')	('M3', 'P5')	('M3', 'M6')	major	(79, 13)	C	major64
79	13	C	('M2', 'P4', 'M6', 'M7')	('M2', 'P4', 'M6', 'M7')	('M6',)	major64	(79, 14)	C	major
79	14	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(79, 15)	G	dominant7
79	15	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(79, 16)	C	major
79	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
80	1	A	('m3', 'P4', 'P5', 'm6')	('m3', 'P4', 'P5', 'm6')	('P5', 'm6')	minor	(80, 2)	A	minor
80	2	A	('m3', 'P5')	('m3', 'P5')	('m3', 'P5')	minor	(80, 3)	E	dominant7
80	3	E	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'P5')	dominant7	(80, 4)	A	dominant2
80	4	A	('M2', 'm3', 'A4', 'P5', 'M7')	('M2', 'm3', 'A4', 'P5')	('P5', 'M7')	dominant2	(80, 5)	A	minor
80	5	A	('m3', 'P4', 'P5', 'm6')	('m3', 'P4', 'P5', 'm6')	('P5', 'm6')	minor	(80, 6)	A	minor
80	6	A	('m3', 'P5')	('m3', 'P5')	('m3', 'P5')	minor	(80, 7)	E	dominant7
80	7	E	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'P5')	dominant7	(80, 8)	A	dominant43
80	8	A	('m3', 'P5', 'M6', 'm7')	('m3', 'P5', 'm7')	('M6', 'm7')	dominant43	(80, 9)	C	major
80	9	C	('M3', 'P4', 'P5', 'M6')	('M3', 'P4', 'P5', 'M6')	('P5', 'M6')	major	(80, 10)	C	major
80	10	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(80, 11)	G	dominant7
80	11	G	('M3', 'P5', 'M6', 'm7')	('M3', 'M6', 'm7')	('P5',)	dominant7	(80, 12)	C	major
80	12	C	('M3', 'A4', 'P5')	('M3', 'P5')	('A4', 'P5')	major	(80, 13)	C	major
80	13	C	('M3', 'P4', 'P5', 'M6')	('M3', 'P4', 'P5', 'M6')	('P5', 'M6')	major	(80, 14)	C	major
80	14	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(80, 15)	G	dominant7
80	15	G	('M3', 'P5', 'M6', 'm7')	('M3', 'M6', 'm7')	('P5', 'M6')	dominant7	(80, 16)	C	major
80	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
81	1	G	('M2', 'M3', 'P5', 'A5', 'M6', 'm7', 'M7')	('M2', 'M3', 'P5', 'A5', 'M6', 'm7', 'M7')	('M6',)	dominant7	(81, 2)	C	major
81	2	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(81, 3)	G	dominant7
81	3	G	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P4', 'P5', 'M6', 'm7')	()	dominant7	(81, 4)	C	major
81	4	C	('M2', 'M3', 'P5')	('M2', 'M3', 'P5')	('M3', 'P5')	major	(81, 5)	G	dominant7
81	5	G	('M2', 'M3', 'P5', 'A5', 'M6', 'm7', 'M7')	('M2', 'M3', 'P5', 'A5', 'M6', 'm7', 'M7')	('M6',)	dominant7	(81, 6)	C	major
81	6	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(81, 7)	G	dominant7
81	7	G	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P4', 'P5', 'M6', 'm7')	()	dominant7	(81, 8)	C	major
81	8	C	('M2', 'M3', 'P5')	('M2', 'M3', 'P5')	()	major	(81, 9)	C	major64
81	9	C	('M2', 'P4', 'M6', 'M7')	('M2', 'P4', 'M6', 'M7')	('P4', 'M6')	major64	(81, 10)	C	major64
81	10	C	('M2', 'P4', 'M6', 'M7')	('M2', 'P4', 'M6', 'M7')	('P4', 'M6')	major64	(81, 11)	C	major
81	11	C	('M2', 'M3', 'P4', 'P5', 'M6', 'M7')	('M2', 'M3', 'P4', 'P5', 'M6', 'M7')	('P4', 'P5', 'M6')	major	(81, 12)	C	major
81	12	C	('M2', 'M3', 'P4', 'P5', 'M6', 'M7')	('M2', 'M3', 'P4', 'P5', 'M6', 'M7')	('P4', 'P5', 'M6')	major	(81, 13)	C	major
81	13	C	('M3', 'P4', 'P5', 'M6')	('M3', 'P4', 'P5', 'M6')	('M3',)	major	(81, 14)	C	major
81	14	C	('M3', 'P4', 'P5', 'M6')	('M3', 'P4', 'P5', 'M6')	('M3', 'P5')	major	(81, 15)	G	dominant7
81	15	G	('M2', 'M3', 'P5', 'M6', 'm7')	('M2', 'M3', 'P5', 'M6', 'm7')	('M3',)	dominant7	(81, 16)	C	major
81	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
82	1	G	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'm7')	('M6', 'm7')	dominant7	(82, 2)	C	major
82	2	C	('M2', 'M3', 'P5')	('M3', 'P5')	('M2', 'M3')	major	(82, 3)	C	major64
82	3	C	('M2', 'P4', 'P5', 'M6', 'M7')	('M2', 'P4', 'P5', 'M6', 'M7')	('M2', 'P5')	major64	(82, 4)	C	major
82	4	C	('M3', 'P5')	('M3', 'P5')	()	major	(82, 5)	G	dominant7
82	5	G	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'm7')	('M6', 'm7')	dominant7	(82, 6)	C	major
82	6	C	('M2', 'M3', 'P5')	('M3', 'P5')	('M2', 'M3')	major	(82, 7)	G	dominant7
82	7	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	('P5',)	dominant7	(82, 8)	C	major
82	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(82, 9)	C	major64
82	9	C	('P4', 'M6', 'M7')	('P4', 'M6')	('M7',)	major64	(82, 10)	C	major
82	10	C	('M3', 'P4', 'P5')	('M3', 'P5')	('P4', 'P5')	major	(82, 11)	G	dominant7
82	11	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(82, 12)	C	major
82	12	C	('M2', 'M3', 'P5')	('M2', 'M3', 'P5')	()	major	(82, 13)	C	major64
82	13	C	('P4', 'M6', 'M7')	('P4', 'M6')	('M7',)	major64	(82, 14)	C	major
82	14	C	('M3', 'P4', 'P5')	('M3', 'P5')	('P4', 'P5')	major	(82, 15)	G	dominant7
82	15	G	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6', 'm7')	()	dominant7	(82, 16)	C	major
82	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
83	1	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(83, 2)	G	dominant7
83	2	G	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6', 'm7')	()	dominant7	(83, 3)	G	dominant7
83	3	G	('M2', 'M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M2', 'P5', 'm7')	dominant7	(83, 4)	C	major
83	4	C	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	()	major	(83, 5)	C	major
83	5	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(83, 6)	G	dominant7
83	6	G	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6', 'm7')	()	dominant7	(83, 7)	G	dominant7
83	7	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	()	dominant7	(83, 8)	C	major
83	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(83, 9)	C	major
83	9	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	('P5',)	major	(83, 10)	C	major
83	10	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	('M3', 'P5')	major	(83, 11)	C	major
83	11	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	('P5',)	major	(83, 12)	C	major
83	12	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	('M3', 'P5')	major	(83, 13)	C	major
83	13	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(83, 14)	F	minor6
83	14	F	('M3', 'M6')	('M3', 'M6')	()	minor6	(83, 15)	G	dominant7
83	15	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	('M3',)	dominant7	(83, 16)	C	major
83	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
84	1	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(84, 2)	C	major
84	2	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(84, 3)	C	major
84	3	C	('M3', 'P5', 'M6')	('M3', 'P5')	('M6',)	major	(84, 4)	C	major
84	4	C	('M2', 'M3', 'P5', 'M6', 'M7')	('M2', 'M3', 'P5', 'M7')	('M3', 'M6')	major	(84, 5)	G	dominant7
84	5	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('m7',)	dominant7	(84, 6)	G	dominant7
84	6	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('m7',)	dominant7	(84, 7)	C	major
84	7	C	('M2', 'M3', 'P4', 'P5', 'M6', 'M7')	('M2', 'M3', 'P4', 'P5', 'M6', 'M7')	('P5',)	major	(84, 8)	C	major
84	8	C	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	('M3', 'M6')	major	(84, 9)	A	minor
84	9	A	('m3', 'P5')	('m3', 'P5')	('m3', 'P5')	minor	(84, 10)	A	minor
84	10	A	('m3', 'P5')	('m3', 'P5')	('m3', 'P5')	minor	(84, 11)	A	minor
84	11	A	('m3', 'A4', 'P5')	('m3', 'A4', 'P5')	()	minor	(84, 12)	E	major
84	12	E	('m2', 'm3', 'M3', 'P5')	('m2', 'm3', 'M3', 'P5')	('m2', 'm3')	major	(84, 13)	G	dominant7
84	13	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('m7',)	dominant7	(84, 14)	G	dominant7
84	14	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('m7',)	dominant7	(84, 15)	C	major
84	15	C	('M2', 'M3', 'P4', 'P5', 'M6', 'M7')	('M2', 'M3', 'P4', 'P5', 'M6', 'M7')	('P5',)	major	(84, 16)	C	major
84	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
85	1	E	('m3', 'm6', 'm7')	('m3', 'm6', 'm7')	('m3',)	minor7	(85, 2)	C	major
85	2	C	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	('P5',)	major	(85, 3)	G	major64
85	3	G	('P4', 'P5', 'M6', 'm7')	('P4', 'P5', 'M6', 'm7')	('m7',)	major64	(85, 4)	G	dominant7
85	4	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	()	dominant7	(85, 5)	E	minor7
85	5	E	('m3', 'm6', 'm7')	('m3', 'm6', 'm7')	('m3',)	minor7	(85, 6)	F	major
85	6	F	('M2', 'M3', 'P5', 'M6')	('M2', 'M3', 'P5')	('M3', 'M6')	major	(85, 7)	G	dominant7
85	7	G	('M3', 'P5', 'M7', 'm7')	('M3', 'P5', 'M7', 'm7')	('M3', 'P5')	dominant7	(85, 8)	C	major
85	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(85, 9)	G	dominant7
85	9	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(85, 10)	G	dominant7
85	10	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(85, 11)	C	major
85	11	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(85, 12)	C	major
85	12	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(85, 13)	G	dominant7
85	13	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'P5')	dominant7	(85, 14)	C	major
85	14	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(85, 15)	G	dominant7
85	15	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(85, 16)	C	major
85	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
86	1	C	('M3', 'P4', 'P5', 'M6')	('M3', 'P5')	('P4', 'M6')	major	(86, 2)	G	dominant7
86	2	G	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P5', 'm7')	('P4', 'M6')	dominant7	(86, 3)	G	dominant7
86	3	G	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P5', 'm7')	('P4', 'M6')	dominant7	(86, 4)	C	major
86	4	C	('M3', 'P4', 'P5', 'M6')	('M3', 'P5')	('P4', 'M6')	major	(86, 5)	C	major
86	5	C	('M3', 'P4', 'P5', 'M6')	('M3', 'P5')	('P4', 'M6')	major	(86, 6)	G	dominant7
86	6	G	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P5', 'm7')	('P4', 'M6')	dominant7	(86, 7)	G	dominant7
86	7	G	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P5', 'm7')	('P4', 'M6')	dominant7	(86, 8)	C	major
86	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(86, 9)	G	dominant7
86	9	G	('M3', 'P4', 'P5', 'M6', 'm7', 'M7')	('M3', 'P5', 'm7')	('P4', 'M6', 'M7')	dominant7	(86, 10)	C	major
86	10	C	('M2', 'M3', 'P5', 'M6', 'M7')	('M2', 'M3', 'P5', 'M7')	('M3', 'M6')	major	(86, 11)	G	dominant7
86	11	G	('M3', 'P4', 'P5', 'M6', 'm7', 'M7')	('M3', 'P5', 'm7')	('P4', 'M6', 'M7')	dominant7	(86, 12)	C	major
86	12	C	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	('M3',)	major	(86, 13)	G	dominant7
86	13	G	('M3', 'P4', 'P5', 'M6', 'm7', 'M7')	('M3', 'P5', 'm7')	('P4', 'M6', 'M7')	dominant7	(86, 14)	C	major
86	14	C	('M2', 'M3', 'P5', 'M6', 'M7')	('M2', 'M3', 'P5', 'M7')	('M3', 'M6')	major	(86, 15)	G	dominant7
86	15	G	('M3', 'P5', 'M6', 'm7')	('M3', 'm7')	('P5', 'M6')	dominant7	(86, 16)	C	major
86	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
87	1	G	('M2', 'M3', 'P4', 'P5', 'M6', 'm7')	('M2', 'M3', 'P4', 'P5', 'M6', 'm7')	('M6', 'm7')	dominant7	(87, 2)	C	major
87	2	C	('M3', 'P5')	('M3', 'P5')	()	major	(87, 3)	G	dominant7
87	3	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(87, 4)	C	major
87	4	C	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	('P5',)	major	(87, 5)	G	dominant7
87	5	G	('M2', 'M3', 'P4', 'P5', 'M6', 'm7')	('M2', 'M3', 'P4', 'P5', 'M6', 'm7')	('M6', 'm7')	dominant7	(87, 6)	C	major
87	6	C	('M3', 'P5')	('M3', 'P5')	()	major	(87, 7)	G	dominant7
87	7	G	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'm7')	('M6',)	dominant7	(87, 8)	C	major
87	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(87, 9)	C	major64
87	9	C	('P4', 'P5', 'M6', 'M7')	('P4', 'P5', 'M6', 'M7')	('M7',)	major64	(87, 10)	C	major
87	10	C	('M3', 'P5')	('M3', 'P5')	()	major	(87, 11)	C	suspension
87	11	C	('M2', 'P4', 'P5', 'M7')	('M2', 'P4', 'P5', 'M7')	()	suspension	(87, 12)	C	major
87	12	C	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	('M3',)	major	(87, 13)	C	major64
87	13	C	('P4', 'P5', 'M6', 'M7')	('P4', 'P5', 'M6', 'M7')	('M7',)	major64	(87, 14)	C	major
87	14	C	('M3', 'P5')	('M3', 'P5')	()	major	(87, 15)	C	major
87	15	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'P4', 'P5', 'M7')	('M3',)	major	(87, 16)	C	major
87	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
88	1	C	('M3', 'P4', 'P5')	('M3', 'P5')	('P4',)	major	(88, 2)	G	dominant7
88	2	G	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6', 'm7')	()	dominant7	(88, 3)	C	major
88	3	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(88, 4)	G	dominant7
88	4	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(88, 5)	C	major
88	5	C	('M3', 'P4', 'P5')	('M3', 'P5')	('P4',)	major	(88, 6)	G	dominant7
88	6	G	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6', 'm7')	()	dominant7	(88, 7)	C	major
88	7	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M3', 'P4', 'P5', 'M7')	('M2', 'P5')	major	(88, 8)	C	major
88	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(88, 9)	C	major64
88	9	C	('P4', 'M6')	('P4', 'M6')	('M6',)	major64	(88, 10)	C	major
88	10	C	('M3', 'P5', 'M6')	('M3', 'P5')	('P5', 'M6')	major	(88, 11)	G	dominant7
88	11	G	('M2', 'M3', 'm7')	('M3', 'm7')	('M2',)	dominant7	(88, 12)	C	major
88	12	C	('M2', 'M3', 'P5')	('M3', 'P5')	('M2', 'M3')	major	(88, 13)	C	major64
88	13	C	('P4', 'M6')	('P4', 'M6')	('M6',)	major64	(88, 14)	C	major
88	14	C	('M3', 'P5', 'M6')	('M3', 'P5')	('P5', 'M6')	major	(88, 15)	G	dominant7
88	15	G	('M3', 'M6', 'm7')	('M3', 'm7')	('M6',)	dominant7	(88, 16)	C	major
88	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
89	1	C	('M2', 'M3', 'P4', 'P5', 'M6', 'M7')	('M2', 'M3', 'P4', 'P5', 'M6', 'M7')	('M3', 'P5')	major	(89, 2)	C	major
89	2	C	('M3', 'P5')	('M3', 'P5')	('M3',)	major	(89, 3)	G	dominant7
89	3	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('m7',)	dominant7	(89, 4)	C	major
